timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718115035468,329,Dashbord,200,OK,Thread Group 1-10,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,327,0,0
1718115035672,323,Dashbord,200,OK,Thread Group 1-2,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,322,0,0
1718115035718,326,Dashbord,200,OK,Thread Group 1-6,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,325,0,0
1718115035953,378,Dashbord,200,OK,Thread Group 1-8,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,376,0,0
1718115037196,322,Dashbord,200,OK,Thread Group 1-3,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,322,0,0
1718115038527,334,Dashbord,200,OK,Thread Group 1-9,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,333,0,0
1718115066074,364,Catagory,200,OK,Thread Group 1-7,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,364,0,0
1718115066258,346,Catagory,200,OK,Thread Group 1-1,text,true,,5166,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,345,0,0
1718115066258,349,Catagory,200,OK,Thread Group 1-5,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,348,0,0
1718115066257,354,Catagory,200,OK,Thread Group 1-4,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,353,0,0
1718115066370,334,Catagory,200,OK,Thread Group 1-10,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,334,0,0
1718115066569,345,Catagory,200,OK,Thread Group 1-2,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,344,0,0
1718115066618,345,Catagory,200,OK,Thread Group 1-6,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,344,0,0
1718115066905,351,Catagory,200,OK,Thread Group 1-8,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,349,0,0
1718115068091,393,Catagory,200,OK,Thread Group 1-3,text,true,,5166,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,392,0,0
1718115069445,370,Catagory,200,OK,Thread Group 1-9,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,369,0,0
1718115117716,359,DesignLayout,200,OK,Thread Group 1-4,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,358,0,27
1718115021648,1923,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-4,,true,,20392,2242,10,10,null,1918,94506,504
1718115117810,365,DesignLayout,200,OK,Thread Group 1-10,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,365,0,26
1718115022245,1425,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-10,,true,,20387,2242,10,10,null,1412,94507,86
1718115117709,564,DesignLayout,200,OK,Thread Group 1-1,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,563,0,240
1718115021362,2325,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-1,,true,,20392,2242,10,10,null,2127,94584,733
1718115117712,586,DesignLayout,200,OK,Thread Group 1-5,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,358,0,27
1718115021748,2044,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-5,,true,,20387,2242,10,10,null,1619,94508,214
1718115118018,358,DesignLayout,200,OK,Thread Group 1-2,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,357,0,29
1718115021456,2416,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-2,,true,,20387,2242,10,10,null,2412,94506,1098
1718115118079,319,AdminLogin,200,OK,Thread Group 1-4,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,319,0,0
1718115118178,316,AdminLogin,200,OK,Thread Group 1-10,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,316,0,0
1718115118276,318,AdminLogin,200,OK,Thread Group 1-1,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,317,0,0
1718115117544,1065,DesignLayout,200,OK,Thread Group 1-7,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,375,0,42
1718115021951,2132,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-7,,true,,20387,2242,10,10,null,1428,94527,79
1718115118301,317,AdminLogin,200,OK,Thread Group 1-5,text,true,,4912,469,10,10,https://demo.opencart.com/admin/,316,0,0
1718115118380,324,AdminLogin,200,OK,Thread Group 1-2,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,323,0,0
1718115118362,352,DesignLayout,200,OK,Thread Group 1-8,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,352,0,27
1718115022046,2161,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-8,,true,,20387,2242,10,10,null,2156,94509,715
1718115118612,354,AdminLogin,200,OK,Thread Group 1-7,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,353,0,0
1718115118717,320,AdminLogin,200,OK,Thread Group 1-8,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,319,0,0
1718115118067,1515,DesignLayout,200,OK,Thread Group 1-6,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,1515,0,1038
1718115021848,3230,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-6,,true,,20392,2242,10,10,null,3227,94506,1759
1718115119586,39,AdminLogin,429,Too Many Requests,Thread Group 1-6,text,false,,17193,469,10,10,https://demo.opencart.com/admin/,26,0,0
1718115119588,44,DesignLayout,429,Too Many Requests,Thread Group 1-3,text,false,,18605,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,42,0,24
1718115021554,3574,Test,,"Number of samples in transaction : 4, number of failing samples : 1",Thread Group 1-3,,false,,33839,2242,10,10,null,3570,94505,2412
1718115119635,40,AdminLogin,429,Too Many Requests,Thread Group 1-3,text,false,,18047,469,10,10,https://demo.opencart.com/admin/,38,0,24
1718115120920,402,DesignLayout,200,OK,Thread Group 1-9,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,402,0,22
1718115022146,4662,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-9,,true,,20387,2242,10,10,null,4659,94518,713
1718115121327,405,AdminLogin,200,OK,Thread Group 1-9,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,404,0,0
1718115131222,333,Dashbord,200,OK,Thread Group 1-4,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,327,0,0
1718115131319,326,Dashbord,200,OK,Thread Group 1-10,text,true,,5166,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,323,0,0
1718115131418,324,Dashbord,200,OK,Thread Group 1-1,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,324,0,0
1718115131443,318,Dashbord,200,OK,Thread Group 1-5,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,317,0,0
1718115131528,323,Dashbord,200,OK,Thread Group 1-2,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,322,0,0
1718115131789,385,Dashbord,200,OK,Thread Group 1-7,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,385,0,0
1718115131861,337,Dashbord,200,OK,Thread Group 1-8,text,true,,5166,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,330,0,0
1718115132497,370,Dashbord,200,OK,Thread Group 1-3,text,true,,5161,547,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,369,0,30
1718115132449,751,Dashbord,200,OK,Thread Group 1-6,text,true,,5161,547,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,750,0,343
1718115134556,383,Dashbord,200,OK,Thread Group 1-9,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,383,0,0
1718115162128,348,Catagory,200,OK,Thread Group 1-4,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,348,0,0
1718115162224,339,Catagory,200,OK,Thread Group 1-10,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,339,0,0
1718115162318,336,Catagory,200,OK,Thread Group 1-1,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,335,0,0
1718115162334,398,Catagory,200,OK,Thread Group 1-5,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,397,0,0
1718115162425,338,Catagory,200,OK,Thread Group 1-2,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,337,0,0
1718115162748,354,Catagory,200,OK,Thread Group 1-7,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,353,0,0
1718115162771,334,Catagory,200,OK,Thread Group 1-8,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,334,0,0
1718115163439,343,Catagory,200,OK,Thread Group 1-3,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,342,0,0
1718115163773,335,Catagory,200,OK,Thread Group 1-6,text,true,,5166,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,334,0,0
1718115165513,351,Catagory,200,OK,Thread Group 1-9,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,351,0,0
1718115213581,394,DesignLayout,200,OK,Thread Group 1-4,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,394,0,69
1718115118078,1394,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-4,,true,,20387,2242,10,10,null,1388,94507,69
1718115213667,342,DesignLayout,200,OK,Thread Group 1-10,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,342,0,22
1718115118177,1323,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-10,,true,,20392,2242,10,10,null,1320,94511,22
1718115213758,336,DesignLayout,200,OK,Thread Group 1-1,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,336,0,17
1718115118275,1314,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-1,,true,,20387,2242,10,10,null,1312,94508,17
1718115213837,338,DesignLayout,200,OK,Thread Group 1-5,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,338,0,16
1718115118300,1371,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-5,,true,,20392,2242,10,10,null,1368,94507,16
1718115213866,353,DesignLayout,200,OK,Thread Group 1-2,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,353,0,18
1718115118378,1338,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-2,,true,,20387,2242,10,10,null,1335,94505,18
1718115213981,321,AdminLogin,200,OK,Thread Group 1-4,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,320,0,0
1718115214011,319,AdminLogin,200,OK,Thread Group 1-10,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,319,0,0
1718115214097,316,AdminLogin,200,OK,Thread Group 1-1,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,315,0,0
1718115214178,322,AdminLogin,200,OK,Thread Group 1-5,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,322,0,0
1718115214221,322,AdminLogin,200,OK,Thread Group 1-2,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,321,0,0
1718115214207,366,DesignLayout,200,OK,Thread Group 1-7,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,366,0,28
1718115118611,1459,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-7,,true,,20387,2242,10,10,null,1457,94506,28
1718115214577,323,AdminLogin,200,OK,Thread Group 1-7,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,323,0,0
1718115214210,1023,DesignLayout,200,OK,Thread Group 1-8,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,363,0,25
1718115118716,2014,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-8,,true,,20392,2242,10,10,null,1346,94505,25
1718115214885,354,DesignLayout,200,OK,Thread Group 1-3,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,351,0,25
1718115119634,1107,Test,,"Number of samples in transaction : 4, number of failing samples : 1",Thread Group 1-3,,false,,33527,2197,10,10,null,1100,94500,79
1718115215211,40,DesignLayout,429,Too Many Requests,Thread Group 1-6,text,false,,18585,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,38,0,26
1718115119584,1165,Test,,"Number of samples in transaction : 4, number of failing samples : 2",Thread Group 1-6,,false,,46105,2197,10,10,null,1148,94504,369
1718115215242,244,AdminLogin,429,Too Many Requests,Thread Group 1-3,text,false,,17172,469,10,10,https://demo.opencart.com/admin/,15,0,0
1718115215235,598,AdminLogin,200,OK,Thread Group 1-8,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,323,0,0
1718115215254,1044,AdminLogin,429,Too Many Requests,Thread Group 1-6,text,false,,18025,469,10,10,https://demo.opencart.com/admin/,1042,0,1031
1718115216968,46,DesignLayout,429,Too Many Requests,Thread Group 1-9,text,false,,18585,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,44,0,25
1718115121327,1185,Test,,"Number of samples in transaction : 4, number of failing samples : 1",Thread Group 1-9,,false,,33814,2242,10,10,null,1182,94504,25
1718115217016,50,AdminLogin,429,Too Many Requests,Thread Group 1-9,text,false,,18025,469,10,10,https://demo.opencart.com/admin/,49,0,30
1718115227127,332,Dashbord,200,OK,Thread Group 1-4,text,true,,5166,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,331,0,0
1718115227156,325,Dashbord,200,OK,Thread Group 1-10,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,324,0,0
1718115227238,324,Dashbord,200,OK,Thread Group 1-1,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,324,0,0
1718115227326,349,Dashbord,200,OK,Thread Group 1-5,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,325,0,0
1718115227368,322,Dashbord,200,OK,Thread Group 1-2,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,322,0,0
1718115227725,399,Dashbord,200,OK,Thread Group 1-7,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,399,0,0
1718115228312,355,Dashbord,200,OK,Thread Group 1-3,text,true,,5161,547,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,355,0,23
1718115228659,388,Dashbord,200,OK,Thread Group 1-8,text,true,,5166,592,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,387,0,0
1718115229122,437,Dashbord,200,OK,Thread Group 1-6,text,true,,5161,547,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,436,0,28
1718115229890,376,Dashbord,200,OK,Thread Group 1-9,text,true,,5166,547,10,10,https://demo.opencart.com/admin/index.php?route=common%2Fdashboard&user_token=2a2d661c145c48a8cecb45233c14387b,376,0,19
1718115258052,349,Catagory,200,OK,Thread Group 1-10,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,348,0,0
1718115258033,385,Catagory,200,OK,Thread Group 1-4,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,361,0,0
1718115258135,329,Catagory,200,OK,Thread Group 1-1,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,328,0,0
1718115258262,444,Catagory,200,OK,Thread Group 1-2,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,443,0,0
1718115258248,458,Catagory,200,OK,Thread Group 1-5,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,457,0,0
1718115258697,353,Catagory,200,OK,Thread Group 1-7,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,352,0,0
1718115259239,384,Catagory,200,OK,Thread Group 1-3,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,384,0,0
1718115259619,350,Catagory,200,OK,Thread Group 1-8,text,true,,5166,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,350,0,0
1718115260133,321,Catagory,200,OK,Thread Group 1-6,text,true,,5161,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,321,0,0
1718115260842,358,Catagory,200,OK,Thread Group 1-9,text,true,,5166,592,10,10,https://demo.opencart.com/admin/index.php?route=catalog%2Fcategory&user_token=2a2d661c145c48a8cecb45233c14387b,358,0,0
1718115309507,359,DesignLayout,200,OK,Thread Group 1-10,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,359,0,34
1718115214010,1352,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-10,,true,,20387,2242,10,10,null,1350,94506,34
1718115309527,360,DesignLayout,200,OK,Thread Group 1-4,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,359,0,29
1718115213979,1398,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-4,,true,,20392,2242,10,10,null,1371,94512,29
1718115309572,369,DesignLayout,200,OK,Thread Group 1-1,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,369,0,35
1718115214096,1338,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-1,,true,,20387,2242,10,10,null,1336,94508,35
1718115309810,362,DesignLayout,200,OK,Thread Group 1-2,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,362,0,30
1718115309810,361,DesignLayout,200,OK,Thread Group 1-5,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,361,0,29
1718115214220,1450,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-2,,true,,20387,2242,10,10,null,1448,94504,30
1718115214177,1490,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-5,,true,,20387,2242,10,10,null,1465,94507,29
1718115309871,317,AdminLogin,200,OK,Thread Group 1-10,text,true,,4912,469,10,10,https://demo.opencart.com/admin/,316,0,0
1718115309891,321,AdminLogin,200,OK,Thread Group 1-4,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,320,0,0
1718115309943,322,AdminLogin,200,OK,Thread Group 1-1,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,321,0,0
1718115310177,318,AdminLogin,200,OK,Thread Group 1-5,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,317,0,0
1718115310177,330,AdminLogin,200,OK,Thread Group 1-2,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,329,0,0
1718115310155,363,DesignLayout,200,OK,Thread Group 1-7,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,362,0,31
1718115214575,1438,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-7,,true,,20387,2242,10,10,null,1436,94506,31
1718115310520,319,AdminLogin,200,OK,Thread Group 1-7,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,319,0,0
1718115310727,354,DesignLayout,200,OK,Thread Group 1-3,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,353,0,17
1718115215241,1337,Test,,"Number of samples in transaction : 4, number of failing samples : 1",Thread Group 1-3,,false,,32652,2197,10,10,null,1107,94505,40
1718115311086,394,AdminLogin,200,OK,Thread Group 1-3,text,true,,4907,469,10,10,https://demo.opencart.com/admin/,394,0,0
1718115311074,411,DesignLayout,200,OK,Thread Group 1-8,text,true,,5158,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,410,0,28
1718115215234,1747,Test,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-8,,true,,20397,2242,10,10,null,1470,94506,28
1718115311558,59,DesignLayout,429,Too Many Requests,Thread Group 1-6,text,false,,18585,589,10,10,https://demo.opencart.com/admin/index.php?route=design%2Flayout&user_token=2a2d661c145c48a8cecb45233c14387b,56,0,37
1718115215252,1861,Test,,"Number of samples in transaction : 4, number of failing samples : 2",Thread Group 1-6,,false,,46932,2197,10,10,null,1855,94506,1096
